record_id,title,abstract,year,seed_theme,record_type,text_for_embedding,original_cluster_id,cluster,probability,cluster_display,cluster_theme,pc1_plot,pc2_plot,pc1_cluster,pc2_cluster,pc3_cluster,pc4_cluster
lung-cancer-02-0349,KRAS pathway development in KRAS G12C inhibition: study 349,"This study examines KRAS G12C inhibition through feedback signaling, development strategy, and adaptive pathway. It also discusses links to immune exclusion and co-mutation effect, alongside portfolio review and dose optimization.",2021,KRAS development,core,"KRAS pathway development in KRAS G12C inhibition: study 349 [SEP] This study examines KRAS G12C inhibition through feedback signaling, development strategy, and adaptive pathway. It also discusses links to immune exclusion and co-mutation effect, alongside portfolio review and dose optimization.",12,13,0.9841142379064316,Cluster 13,KRAS development,0.11905509096923533,0.2518704292268981,0.11905509096923533,0.2518704292268981,0.2286440812557636,-0.1953751067044797
lung-cancer-02-0467,KRAS pathway development in SHP2 combinations: study 467,"This study examines SHP2 combinations through development strategy, combination rationale, and feedback signaling. It also discusses links to residual disease and molecular monitoring, alongside mechanism of resistance and portfolio review.",2025,KRAS development,core,"KRAS pathway development in SHP2 combinations: study 467 [SEP] This study examines SHP2 combinations through development strategy, combination rationale, and feedback signaling. It also discusses links to residual disease and molecular monitoring, alongside mechanism of resistance and portfolio review.",7,8,0.9879706584124933,Cluster 8,KRAS development,0.0072246236486579705,0.1584430402816192,0.0072246236486579705,0.1584430402816192,0.2708194021490964,-0.03944579448848121
lung-cancer-03-0073,Biomarker selection in PD-L1-high tumors: study 73,"This study examines PD-L1-high tumors through tumor mutational burden, selection logic, and PD-L1 biomarker. It also discusses links to plasma genotyping and liquid biopsy, alongside clinical development and dose optimization.",2022,Immunotherapy biomarkers,core,"Biomarker selection in PD-L1-high tumors: study 73 [SEP] This study examines PD-L1-high tumors through tumor mutational burden, selection logic, and PD-L1 biomarker. It also discusses links to plasma genotyping and liquid biopsy, alongside clinical development and dose optimization.",10,11,0.9931517160808628,Cluster 11,Immunotherapy biomarkers,0.11372415539537285,-0.4043381564826545,0.11372415539537285,-0.4043381564826545,0.05710744928136813,-0.12443207143526067
lung-cancer-x-0465,Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 465,"This paper links ALK progression and targeted escape to KRAS inhibitor and adaptive pathway. The framing emphasizes portfolio review, molecular profiling, and mechanism of resistance across mixed translational contexts.",2022,EGFR and ALK resistance + KRAS development,crossover,"Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 465 [SEP] This paper links ALK progression and targeted escape to KRAS inhibitor and adaptive pathway. The framing emphasizes portfolio review, molecular profiling, and mechanism of resistance across mixed translational contexts.",19,20,0.9976149131399357,Cluster 20,Bridge: EGFR and ALK resistance x KRAS development,-0.030698693984603887,0.3375885688305596,-0.030698693984603887,0.3375885688305596,-0.1859284062983925,-0.10545890703520153
lung-cancer-04-0406,Molecular monitoring for minimal residual disease: study 406,"This study examines minimal residual disease through molecular monitoring, liquid biopsy, and plasma genotyping. It also discusses links to targeted escape and EGFR resistance, alongside clinical development and patient stratification.",2020,ctDNA and monitoring,core,"Molecular monitoring for minimal residual disease: study 406 [SEP] This study examines minimal residual disease through molecular monitoring, liquid biopsy, and plasma genotyping. It also discusses links to targeted escape and EGFR resistance, alongside clinical development and patient stratification.",8,9,0.9757573129300967,Cluster 9,ctDNA and monitoring,-0.3111377191482041,-0.049950210744547356,-0.3111377191482041,-0.049950210744547356,0.08891585001383616,0.1715964119060598
lung-cancer-01-0156,Resistance evolution in CNS progression: study 156,"This study examines CNS progression through ALK progression, CNS metastasis, and line-of-therapy shift. It also discusses links to ctDNA surveillance and molecular monitoring, alongside validation cohort and mechanism of resistance.",2025,EGFR and ALK resistance,core,"Resistance evolution in CNS progression: study 156 [SEP] This study examines CNS progression through ALK progression, CNS metastasis, and line-of-therapy shift. It also discusses links to ctDNA surveillance and molecular monitoring, alongside validation cohort and mechanism of resistance.",13,14,0.9926591194356613,Cluster 14,EGFR and ALK resistance,-0.1084060228589632,0.0030039693898819206,-0.1084060228589632,0.0030039693898819206,0.08199777627823175,0.26257170262143886
lung-cancer-02-0166,KRAS pathway development in adaptive signaling: study 166,"This study examines adaptive signaling through feedback signaling, development strategy, and SHP2 biology. It also discusses links to selection logic and co-mutation effect, alongside real-world evidence and molecular profiling.",2024,KRAS development,core,"KRAS pathway development in adaptive signaling: study 166 [SEP] This study examines adaptive signaling through feedback signaling, development strategy, and SHP2 biology. It also discusses links to selection logic and co-mutation effect, alongside real-world evidence and molecular profiling.",9,10,0.9531710072583965,Cluster 10,KRAS development,0.04966726659486281,0.13777661907394315,0.04966726659486281,0.13777661907394315,0.21037904568736263,-0.19758503321087478
lung-cancer-02-0162,KRAS pathway development in adaptive signaling: study 162,"This study examines adaptive signaling through development strategy, feedback signaling, and adaptive pathway. It also discusses links to ALK progression and line-of-therapy shift, alongside portfolio review and validation cohort.",2020,KRAS development,core,"KRAS pathway development in adaptive signaling: study 162 [SEP] This study examines adaptive signaling through development strategy, feedback signaling, and adaptive pathway. It also discusses links to ALK progression and line-of-therapy shift, alongside portfolio review and validation cohort.",9,10,0.9545500268187953,Cluster 10,KRAS development,0.06337039334422906,0.2135215501873904,0.06337039334422906,0.2135215501873904,0.22325998854492798,-0.08284557051747532
lung-cancer-03-0003,Biomarker selection in STK11 co-mutation: study 3,"This study examines STK11 co-mutation through selection logic, co-mutation effect, and checkpoint response. It also discusses links to combination rationale and adaptive pathway, alongside patient stratification and validation cohort.",2024,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 3 [SEP] This study examines STK11 co-mutation through selection logic, co-mutation effect, and checkpoint response. It also discusses links to combination rationale and adaptive pathway, alongside patient stratification and validation cohort.",18,19,0.9232720955009046,Cluster 19,Immunotherapy biomarkers,0.019922209787742756,-0.15019682500238385,0.019922209787742756,-0.15019682500238385,0.008618903894087468,-0.2584059797560617
lung-cancer-x-0342,Integrated analysis of adaptive signaling with STK11 co-mutation: study 342,"This paper links combination rationale and SHP2 biology to co-mutation effect and PD-L1 biomarker. The framing emphasizes validation cohort, dose optimization, and clinical development across mixed translational contexts.",2025,KRAS development + Immunotherapy biomarkers,crossover,"Integrated analysis of adaptive signaling with STK11 co-mutation: study 342 [SEP] This paper links combination rationale and SHP2 biology to co-mutation effect and PD-L1 biomarker. The framing emphasizes validation cohort, dose optimization, and clinical development across mixed translational contexts.",16,17,1.0,Cluster 17,Bridge: KRAS development x Immunotherapy biomarkers,-0.020845898418339476,0.1052631489886676,-0.020845898418339476,0.1052631489886676,-0.2470206994738646,-0.3174319386774549
lung-cancer-r-0017,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation","This review connects acquired resistance, adaptive pathway, immune exclusion, and plasma genotyping. It frames the field around validation cohort, dose optimization, patient stratification, and translational biomarker.",2020,review-like mixed corpus,review,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation [SEP] This review connects acquired resistance, adaptive pathway, immune exclusion, and plasma genotyping. It frames the field around validation cohort, dose optimization, patient stratification, and translational biomarker.",5,6,1.0,Cluster 6,Review hub: EGFR-mutant disease x adaptive signaling,0.23264192754809523,0.08680688056361077,0.23264192754809523,0.08680688056361077,-0.25116735091590453,0.0816634632557546
lung-cancer-01-0177,Resistance evolution in EGFR-mutant disease: study 177,"This study examines EGFR-mutant disease through CNS metastasis, ALK progression, and targeted escape. It also discusses links to residual disease and molecular monitoring, alongside clinical development and dose optimization.",2022,EGFR and ALK resistance,core,"Resistance evolution in EGFR-mutant disease: study 177 [SEP] This study examines EGFR-mutant disease through CNS metastasis, ALK progression, and targeted escape. It also discusses links to residual disease and molecular monitoring, alongside clinical development and dose optimization.",11,12,1.0,Cluster 12,EGFR and ALK resistance,-0.13443614122808903,0.08207642954159025,-0.13443614122808903,0.08207642954159025,0.013716260165855228,0.25364905533695514
